datetime,NIFTY 50_open,NIFTY 50_high,NIFTY 50_low,NIFTY 50_close
2023-01-02 10:06:59,18168.1,18170.05,18164.7,18165.5
2023-01-02 10:07:59,18164.7,18165.45,18162.0,18163.8
2023-01-02 10:08:59,18164.35,18166.6,18159.5,18161.05
2023-01-02 10:09:59,18160.9,18168.9,18159.9,18166.1
2023-01-02 10:10:59,18166.4,18170.15,18165.25,18166.0
2023-01-02 10:11:59,18166.6,18166.6,18162.25,18164.7
2023-01-02 10:12:59,18165.4,18165.7,18160.3,18162.3
2023-01-02 10:13:59,18162.3,18164.25,18160.5,18163.3
2023-01-02 10:14:59,18163.75,18166.1,18162.9,18162.9
2023-01-02 10:15:59,18159.4,18165.2,18156.1,18163.35
2023-01-02 10:16:59,18162.25,18163.75,18159.1,18161.15
2023-01-02 10:17:59,18160.45,18163.8,18160.45,18162.1
2023-01-02 10:18:59,18161.9,18165.3,18161.85,18163.05
2023-01-02 10:19:59,18163.8,18165.0,18161.8,18162.55
2023-01-02 10:20:59,18163.15,18168.8,18163.15,18168.65
2023-01-02 10:21:59,18168.25,18171.25,18167.75,18169.95
2023-01-02 10:22:59,18169.35,18171.95,18169.15,18169.9
2023-01-02 10:23:59,18169.65,18170.45,18166.95,18168.6
2023-01-02 10:24:59,18168.5,18168.9,18163.7,18165.2
2023-01-02 10:25:59,18165.0,18169.7,18165.0,18166.75
2023-01-02 10:26:59,18166.6,18166.8,18164.05,18164.75
2023-01-02 10:27:59,18164.2,18165.5,18162.85,18164.8
2023-01-02 10:28:59,18163.75,18163.8,18158.2,18161.1
2023-01-02 10:29:59,18161.15,18161.15,18155.4,18156.75
2023-01-02 10:30:59,18157.35,18165.4,18157.35,18165.15
2023-01-02 10:31:59,18164.35,18171.3,18163.7,18169.85
2023-01-02 10:32:59,18169.75,18171.95,18165.7,18169.25
2023-01-02 10:33:59,18169.15,18169.15,18162.2,18163.95
2023-01-02 10:34:59,18164.0,18167.8,18163.5,18165.5
2023-01-02 10:35:59,18163.95,18168.1,18162.85,18166.3
2023-01-02 10:36:59,18167.45,18168.85,18163.4,18168.6
2023-01-02 10:37:59,18168.6,18180.05,18168.6,18179.1
2023-01-02 10:38:59,18179.8,18183.6,18178.95,18181.15
2023-01-02 10:39:59,18181.2,18189.9,18181.15,18188.8
2023-01-02 10:40:59,18188.65,18189.3,18182.6,18183.6
2023-01-02 10:41:59,18184.25,18185.45,18182.55,18182.75
2023-01-02 10:42:59,18183.65,18188.1,18183.65,18186.7
2023-01-02 10:43:59,18186.6,18188.1,18182.25,18184.85
2023-01-02 10:44:59,18184.7,18186.65,18183.75,18183.75
2023-01-02 10:45:59,18184.15,18187.35,18182.9,18186.5
2023-01-02 10:46:59,18185.8,18187.3,18182.15,18182.85
2023-01-02 10:47:59,18183.0,18183.0,18170.5,18171.15
2023-01-02 10:48:59,18170.95,18175.45,18170.95,18173.45
2023-01-02 10:49:59,18173.15,18176.45,18172.35,18175.4
2023-01-02 10:50:59,18175.65,18176.85,18170.6,18172.4
2023-01-02 10:51:59,18172.55,18177.7,18171.75,18177.7
2023-01-02 10:52:59,18177.55,18180.05,18177.1,18177.85
2023-01-02 10:53:59,18178.55,18180.5,18175.75,18176.7
2023-01-02 10:54:59,18177.2,18180.8,18176.95,18180.6
2023-01-02 10:55:59,18180.3,18183.0,18180.3,18181.05
2023-01-02 10:56:59,18181.35,18183.95,18181.35,18181.75
2023-01-02 10:57:59,18182.1,18183.05,18179.35,18181.9
2023-01-02 10:58:59,18181.2,18182.55,18177.05,18182.55
2023-01-02 10:59:59,18181.85,18183.2,18180.5,18181.0
2023-01-02 11:00:59,18181.1,18183.35,18179.3,18182.8
2023-01-02 11:01:59,18183.05,18185.75,18182.95,18183.55
2023-01-02 11:02:59,18184.0,18188.65,18182.05,18188.35
2023-01-02 11:03:59,18188.3,18193.95,18186.7,18193.05
2023-01-02 11:04:59,18193.4,18194.5,18191.55,18192.3
2023-01-02 11:05:59,18190.75,18196.0,18190.75,18195.45
2023-01-02 11:06:59,18195.0,18197.75,18194.4,18196.25
2023-01-02 11:07:59,18196.1,18197.2,18193.7,18194.6
2023-01-02 11:08:59,18194.25,18194.45,18190.65,18190.65
2023-01-02 11:09:59,18191.05,18199.35,18191.05,18196.45
2023-01-02 11:10:59,18196.35,18199.8,18195.2,18198.45
2023-01-02 11:11:59,18198.4,18198.8,18196.3,18198.05
2023-01-02 11:12:59,18198.0,18198.3,18188.4,18188.4
2023-01-02 11:13:59,18188.85,18189.25,18186.75,18186.75
2023-01-02 11:14:59,18186.3,18186.5,18183.9,18186.5
2023-01-02 11:15:59,18186.1,18188.3,18184.85,18185.5
2023-01-02 11:16:59,18185.5,18186.4,18183.45,18185.35
2023-01-02 11:17:59,18185.0,18186.75,18184.15,18186.45
2023-01-02 11:18:59,18186.6,18188.45,18185.35,18188.45
2023-01-02 11:19:59,18188.3,18191.5,18188.25,18190.85
2023-01-02 11:20:59,18191.15,18192.45,18189.45,18190.05
2023-01-02 11:21:59,18189.85,18192.45,18189.45,18190.5
2023-01-02 11:22:59,18188.8,18191.05,18187.7,18189.45
2023-01-02 11:23:59,18189.35,18189.4,18187.25,18187.4
2023-01-02 11:24:59,18187.0,18187.45,18183.6,18183.7
2023-01-02 11:25:59,18184.55,18185.5,18182.0,18183.1
2023-01-02 11:26:59,18183.05,18184.15,18177.2,18178.0
2023-01-02 11:27:59,18177.6,18182.05,18177.15,18181.3
2023-01-02 11:28:59,18181.45,18186.0,18180.25,18185.35
2023-01-02 11:29:59,18185.25,18188.75,18183.95,18183.95
2023-01-02 11:30:59,18183.85,18186.35,18183.2,18183.5
2023-01-02 11:31:59,18183.65,18184.35,18182.05,18182.6
2023-01-02 11:32:59,18183.05,18183.05,18176.9,18176.9
2023-01-02 11:33:59,18177.15,18179.2,18175.35,18176.75
2023-01-02 11:34:59,18175.85,18176.5,18174.1,18174.85
2023-01-02 11:35:59,18175.15,18177.6,18173.7,18174.0
2023-01-02 11:36:59,18174.35,18175.95,18172.25,18174.0
2023-01-02 11:37:59,18173.7,18178.05,18173.05,18178.05
2023-01-02 11:38:59,18177.95,18180.35,18175.9,18180.05
2023-01-02 11:39:59,18179.4,18181.85,18177.9,18180.25
2023-01-02 11:40:59,18180.5,18187.0,18179.3,18186.3
2023-01-02 11:41:59,18185.45,18187.05,18184.35,18185.15
2023-01-02 11:42:59,18184.95,18185.6,18182.6,18184.75
2023-01-02 11:43:59,18184.65,18187.7,18183.8,18187.7
2023-01-02 11:44:59,18187.9,18189.05,18186.0,18186.4
2023-01-02 11:45:59,18186.6,18187.15,18182.65,18182.95
2023-01-02 11:46:59,18183.45,18186.9,18181.9,18186.85
2023-01-02 11:47:59,18186.95,18187.7,18184.35,18185.05
2023-01-02 11:48:59,18184.4,18186.45,18182.9,18186.3
2023-01-02 11:49:59,18186.05,18186.95,18181.25,18181.7
2023-01-02 11:50:59,18182.05,18182.05,18178.35,18181.35
2023-01-02 11:51:59,18181.2,18183.65,18175.65,18176.15
2023-01-02 11:52:59,18176.8,18176.8,18171.25,18175.1
2023-01-02 11:53:59,18175.1,18175.1,18172.2,18173.05
2023-01-02 11:54:59,18172.95,18175.4,18171.95,18172.75
2023-01-02 11:55:59,18173.55,18175.7,18172.45,18175.7
2023-01-02 11:56:59,18176.15,18176.55,18173.0,18173.7
2023-01-02 11:57:59,18172.35,18174.6,18172.35,18174.3
2023-01-02 11:58:59,18173.85,18174.3,18170.5,18172.1
2023-01-02 11:59:59,18171.9,18174.9,18171.15,18173.1
2023-01-02 12:00:59,18172.55,18174.7,18172.05,18174.55
2023-01-02 12:01:59,18174.5,18177.05,18173.85,18176.7
2023-01-02 12:02:59,18176.35,18180.85,18175.65,18179.0
2023-01-02 12:03:59,18178.75,18180.9,18177.45,18180.35
2023-01-02 12:04:59,18180.0,18180.15,18176.9,18178.95
2023-01-02 12:05:59,18178.75,18182.75,18178.35,18182.75
2023-01-02 12:06:59,18182.45,18182.7,18179.5,18181.9
2023-01-02 12:07:59,18182.15,18185.95,18179.2,18184.8
2023-01-02 12:08:59,18184.55,18186.0,18177.9,18182.25
2023-01-02 12:09:59,18181.85,18186.0,18180.9,18181.65
2023-01-02 12:10:59,18182.4,18186.15,18181.0,18185.85
2023-01-02 12:11:59,18185.8,18186.25,18183.95,18184.5
2023-01-02 12:12:59,18184.15,18186.55,18183.3,18186.05
2023-01-02 12:13:59,18185.9,18191.2,18185.0,18191.2
2023-01-02 12:14:59,18190.55,18192.95,18189.35,18192.05
2023-01-02 12:15:59,18190.65,18196.0,18190.15,18194.95
2023-01-02 12:16:59,18192.9,18197.0,18192.0,18195.45
2023-01-02 12:17:59,18194.35,18197.3,18193.15,18196.0
2023-01-02 12:18:59,18195.1,18196.4,18193.5,18195.35
2023-01-02 12:19:59,18195.05,18195.6,18191.35,18192.6
2023-01-02 12:20:59,18193.1,18195.2,18190.95,18193.85
2023-01-02 12:21:59,18193.45,18195.85,18192.1,18195.15
2023-01-02 12:22:59,18195.05,18195.4,18192.85,18193.5
2023-01-02 12:23:59,18192.95,18194.1,18189.9,18191.65
2023-01-02 12:24:59,18191.0,18191.5,18181.65,18182.8
2023-01-02 12:25:59,18182.7,18182.7,18166.15,18168.7
2023-01-02 12:26:59,18168.65,18171.25,18167.35,18170.45
2023-01-02 12:27:59,18171.25,18171.35,18164.95,18165.65
2023-01-02 12:28:59,18165.1,18172.4,18160.05,18172.4
2023-01-02 12:29:59,18172.15,18173.45,18166.5,18167.15
2023-01-02 12:30:59,18166.95,18173.95,18165.25,18173.45
2023-01-02 12:31:59,18173.1,18185.05,18171.3,18182.35
2023-01-02 12:32:59,18184.15,18186.35,18180.35,18183.2
2023-01-02 12:33:59,18182.45,18183.9,18179.55,18181.95
2023-01-02 12:34:59,18180.65,18182.8,18177.8,18181.6
2023-01-02 12:35:59,18181.6,18182.75,18178.2,18182.75
2023-01-02 12:36:59,18182.75,18185.0,18180.15,18180.85
2023-01-02 12:37:59,18180.4,18180.4,18175.1,18175.45
2023-01-02 12:38:59,18175.6,18176.25,18172.75,18174.5
2023-01-02 12:39:59,18174.75,18174.75,18167.05,18168.55
2023-01-02 12:40:59,18168.7,18168.7,18164.55,18166.65
2023-01-02 12:41:59,18167.0,18169.45,18165.3,18168.25
2023-01-02 12:42:59,18167.5,18170.1,18166.1,18170.05
2023-01-02 12:43:59,18170.05,18171.7,18167.3,18170.7
2023-01-02 12:44:59,18171.65,18171.85,18167.35,18169.9
2023-01-02 12:45:59,18169.9,18169.9,18166.15,18167.05
2023-01-02 12:46:59,18166.95,18167.9,18164.2,18167.0
2023-01-02 12:47:59,18167.0,18167.0,18164.4,18166.3
2023-01-02 12:48:59,18166.05,18168.05,18164.7,18166.25
2023-01-02 12:49:59,18167.0,18172.55,18166.4,18170.75
2023-01-02 12:50:59,18171.1,18173.95,18169.3,18172.65
2023-01-02 12:51:59,18172.35,18172.5,18168.15,18170.0
2023-01-02 12:52:59,18169.3,18169.85,18166.3,18167.35
2023-01-02 12:53:59,18167.0,18167.0,18162.3,18164.8
2023-01-02 12:54:59,18164.2,18165.1,18160.45,18162.2
2023-01-02 12:55:59,18162.05,18162.05,18157.85,18159.9
2023-01-02 12:56:59,18159.45,18159.45,18156.65,18158.75
2023-01-02 12:57:59,18158.4,18160.4,18156.25,18156.7
2023-01-02 12:58:59,18156.6,18160.85,18153.9,18157.95
2023-01-02 12:59:59,18157.75,18158.9,18154.35,18158.0
2023-01-02 13:00:59,18158.45,18171.5,18157.9,18170.95
2023-01-02 13:01:59,18169.7,18172.85,18164.15,18172.85
2023-01-02 13:02:59,18172.3,18174.3,18168.3,18174.05
2023-01-02 13:03:59,18173.7,18174.85,18169.3,18173.55
2023-01-02 13:04:59,18173.75,18175.1,18168.3,18172.4
2023-01-02 13:05:59,18172.65,18174.35,18171.05,18173.85
2023-01-02 13:06:59,18173.45,18174.35,18171.2,18171.95
2023-01-02 13:07:59,18171.9,18173.85,18171.05,18173.2
2023-01-02 13:08:59,18173.1,18177.7,18172.3,18177.65
2023-01-02 13:09:59,18177.65,18178.7,18173.55,18175.9
2023-01-02 13:10:59,18176.5,18177.25,18174.65,18175.9
2023-01-02 13:11:59,18176.05,18177.0,18174.05,18176.55
2023-01-02 13:12:59,18176.5,18178.85,18174.25,18178.85
2023-01-02 13:13:59,18178.75,18184.0,18177.4,18182.95
2023-01-02 13:14:59,18182.95,18185.05,18182.0,18182.35
2023-01-02 13:15:59,18182.25,18184.15,18180.55,18182.15
2023-01-02 13:16:59,18182.1,18185.6,18179.85,18185.6
2023-01-02 13:17:59,18185.35,18187.05,18183.45,18186.85
2023-01-02 13:18:59,18186.85,18187.3,18184.2,18186.9
2023-01-02 13:19:59,18187.0,18187.0,18184.3,18186.1
2023-01-02 13:20:59,18185.75,18185.75,18181.9,18184.2
2023-01-02 13:21:59,18184.3,18185.05,18180.65,18185.05
2023-01-02 13:22:59,18183.75,18193.45,18183.15,18189.0
2023-01-02 13:23:59,18189.0,18189.75,18183.85,18185.4
2023-01-02 13:24:59,18185.55,18187.35,18181.85,18186.55
2023-01-02 13:25:59,18186.35,18187.95,18180.2,18180.4
2023-01-02 13:26:59,18180.5,18187.3,18180.5,18187.3
2023-01-02 13:27:59,18186.35,18192.0,18185.75,18189.1
2023-01-02 13:28:59,18188.65,18190.45,18186.0,18186.55
2023-01-02 13:29:59,18186.25,18187.3,18181.2,18182.3
2023-01-02 13:30:59,18182.9,18185.15,18180.4,18181.55
2023-01-02 13:31:59,18181.6,18181.6,18172.3,18176.35
2023-01-02 13:32:59,18176.3,18176.5,18172.3,18174.05
2023-01-02 13:33:59,18173.25,18174.55,18171.65,18172.55
2023-01-02 13:34:59,18172.85,18175.4,18171.45,18173.85
2023-01-02 13:35:59,18173.7,18178.05,18171.85,18176.2
2023-01-02 13:36:59,18176.25,18178.85,18175.15,18177.65
2023-01-02 13:37:59,18177.7,18177.7,18173.7,18174.3
2023-01-02 13:38:59,18175.2,18185.45,18173.2,18185.45
2023-01-02 13:39:59,18183.8,18183.85,18177.3,18180.45
2023-01-02 13:40:59,18180.95,18181.95,18177.95,18180.0
2023-01-02 13:41:59,18180.0,18180.0,18176.65,18177.75
2023-01-02 13:42:59,18177.1,18177.95,18173.05,18175.2
2023-01-02 13:43:59,18175.05,18175.55,18171.65,18173.15
2023-01-02 13:44:59,18173.3,18173.3,18169.6,18171.4
2023-01-02 13:45:59,18171.9,18174.2,18169.55,18174.2
2023-01-02 13:46:59,18173.85,18177.6,18172.6,18175.45
2023-01-02 13:47:59,18175.4,18175.9,18172.7,18174.05
2023-01-02 13:48:59,18173.05,18176.4,18172.15,18176.3
2023-01-02 13:49:59,18176.8,18176.8,18172.65,18173.65
2023-01-02 13:50:59,18172.9,18173.35,18163.4,18165.4
2023-01-02 13:51:59,18165.7,18169.5,18164.95,18167.6
2023-01-02 13:52:59,18167.2,18169.15,18165.75,18169.15
2023-01-02 13:53:59,18169.1,18172.95,18167.0,18168.3
2023-01-02 13:54:59,18168.25,18170.45,18165.15,18167.75
2023-01-02 13:55:59,18167.9,18171.15,18166.25,18169.45
2023-01-02 13:56:59,18169.9,18172.65,18168.85,18171.1
2023-01-02 13:57:59,18171.35,18171.35,18167.0,18167.65
2023-01-02 13:58:59,18168.5,18170.4,18163.65,18166.4
2023-01-02 13:59:59,18166.3,18166.35,18162.45,18163.1
2023-01-02 14:00:59,18162.6,18171.35,18162.6,18170.05
2023-01-02 14:01:59,18169.45,18173.05,18165.35,18169.95
2023-01-02 14:02:59,18169.95,18169.95,18163.0,18163.95
2023-01-02 14:03:59,18163.45,18165.8,18157.95,18165.05
2023-01-02 14:04:59,18164.2,18165.3,18161.15,18164.65
2023-01-02 14:05:59,18164.8,18165.1,18160.9,18161.8
2023-01-02 14:06:59,18162.15,18162.15,18158.8,18161.9
2023-01-02 14:07:59,18162.0,18162.0,18158.0,18161.75
2023-01-02 14:08:59,18162.25,18169.15,18159.0,18167.7
2023-01-02 14:09:59,18168.05,18173.95,18165.15,18169.55
2023-01-02 14:10:59,18169.8,18176.95,18167.5,18176.95
2023-01-02 14:11:59,18176.35,18176.35,18169.15,18171.4
2023-01-02 14:12:59,18172.05,18174.7,18169.85,18173.75
2023-01-02 14:13:59,18174.15,18174.15,18168.45,18170.55
2023-01-02 14:14:59,18170.75,18174.25,18169.95,18170.1
2023-01-02 14:15:59,18169.95,18169.95,18144.1,18147.55
2023-01-02 14:16:59,18147.0,18155.85,18146.7,18149.0
2023-01-02 14:17:59,18148.45,18148.65,18135.55,18138.9
2023-01-02 14:18:59,18139.4,18140.55,18133.55,18137.65
2023-01-02 14:19:59,18138.4,18138.4,18133.0,18136.15
2023-01-02 14:20:59,18135.75,18135.75,18123.2,18129.65
2023-01-02 14:21:59,18129.15,18131.2,18124.75,18130.95
2023-01-02 14:22:59,18130.2,18138.4,18129.4,18137.35
2023-01-02 14:23:59,18136.55,18139.85,18135.0,18139.55
2023-01-02 14:24:59,18139.9,18146.0,18137.75,18141.15
2023-01-02 14:25:59,18141.25,18147.45,18138.85,18145.05
2023-01-02 14:26:59,18144.95,18148.7,18141.9,18146.7
2023-01-02 14:27:59,18146.45,18155.15,18145.95,18155.15
2023-01-02 14:28:59,18154.35,18154.55,18149.55,18153.4
2023-01-02 14:29:59,18153.15,18153.15,18146.7,18147.35
2023-01-02 14:30:59,18147.5,18150.45,18145.05,18146.65
2023-01-02 14:31:59,18146.0,18148.45,18144.9,18148.45
2023-01-02 14:32:59,18148.0,18148.8,18143.8,18145.0
2023-01-02 14:33:59,18144.8,18146.8,18143.9,18145.2
2023-01-02 14:34:59,18145.1,18158.75,18144.15,18158.75
2023-01-02 14:35:59,18158.95,18159.15,18152.05,18154.85
2023-01-02 14:36:59,18153.8,18153.8,18146.65,18149.0
2023-01-02 14:37:59,18148.8,18150.35,18146.35,18148.05
2023-01-02 14:38:59,18148.0,18155.55,18145.85,18154.25
2023-01-02 14:39:59,18153.9,18159.1,18152.9,18155.9
2023-01-02 14:40:59,18155.6,18157.0,18150.75,18154.1
2023-01-02 14:41:59,18153.25,18158.1,18151.65,18157.45
2023-01-02 14:42:59,18156.8,18164.05,18156.45,18162.7
2023-01-02 14:43:59,18162.55,18162.75,18159.05,18160.7
2023-01-02 14:44:59,18160.9,18160.9,18154.6,18156.7
2023-01-02 14:45:59,18156.05,18158.65,18153.8,18158.35
2023-01-02 14:46:59,18157.85,18185.35,18156.0,18185.3
2023-01-02 14:47:59,18184.95,18196.65,18184.95,18189.05
2023-01-02 14:48:59,18188.55,18191.4,18184.05,18185.5
2023-01-02 14:49:59,18185.35,18190.85,18183.95,18190.2
2023-01-02 14:50:59,18189.65,18194.9,18188.5,18192.4
2023-01-02 14:51:59,18192.75,18206.25,18191.0,18201.65
2023-01-02 14:52:59,18201.1,18201.65,18192.55,18193.4
2023-01-02 14:53:59,18192.85,18198.3,18192.2,18198.2
2023-01-02 14:54:59,18197.55,18200.35,18195.05,18195.75
2023-01-02 14:55:59,18195.65,18204.8,18195.65,18204.8
2023-01-02 14:56:59,18203.0,18205.1,18196.5,18198.45
2023-01-02 14:57:59,18198.15,18200.4,18196.1,18198.0
2023-01-02 14:58:59,18197.35,18200.9,18189.25,18191.9
2023-01-02 14:59:59,18191.8,18191.8,18181.2,18181.6
2023-01-02 15:00:59,18183.6,18194.15,18182.95,18184.6
2023-01-02 15:01:59,18183.95,18187.0,18179.95,18180.65
2023-01-02 15:02:59,18181.1,18188.0,18180.2,18184.65
2023-01-02 15:03:59,18184.25,18185.85,18179.95,18181.8
2023-01-02 15:04:59,18181.15,18186.65,18181.05,18183.85
2023-01-02 15:05:59,18184.45,18184.7,18176.8,18179.2
2023-01-02 15:06:59,18179.1,18180.5,18171.5,18175.25
2023-01-02 15:07:59,18175.05,18176.65,18171.6,18173.75
2023-01-02 15:08:59,18173.05,18183.1,18173.05,18181.3
2023-01-02 15:09:59,18181.9,18198.35,18179.35,18198.35
2023-01-02 15:10:59,18196.9,18201.7,18192.7,18193.45
2023-01-02 15:11:59,18192.9,18193.65,18186.5,18187.05
2023-01-02 15:12:59,18186.7,18189.35,18184.6,18186.85
2023-01-02 15:13:59,18185.85,18197.2,18184.95,18190.95
2023-01-02 15:14:59,18190.45,18196.05,18189.65,18193.05
2023-01-02 15:15:59,18192.1,18201.65,18192.1,18197.35
2023-01-02 15:16:59,18196.95,18207.6,18196.95,18203.65
2023-01-02 15:17:59,18203.65,18205.75,18199.95,18199.95
2023-01-02 15:18:59,18201.55,18203.25,18196.65,18200.6
2023-01-02 15:19:59,18201.25,18204.85,18197.4,18204.0
2023-01-02 15:20:59,18203.7,18214.05,18203.7,18214.05
2023-01-02 15:21:59,18211.25,18212.55,18203.25,18207.55
2023-01-02 15:22:59,18208.45,18210.9,18205.7,18205.7
2023-01-02 15:23:59,18205.45,18209.15,18205.4,18207.35
2023-01-02 15:24:59,18207.2,18210.6,18202.35,18206.9
2023-01-02 15:25:59,18207.15,18210.9,18206.25,18208.9
2023-01-02 15:26:59,18208.35,18213.0,18208.05,18212.3
2023-01-02 15:27:59,18212.75,18214.95,18211.55,18213.4
2023-01-02 15:28:59,18213.75,18215.15,18208.65,18208.65
2023-01-02 15:29:59,18210.0,18211.4,18206.25,18208.95
2023-01-02 15:30:59,18206.9,18206.9,18206.9,18206.9
2023-01-03 09:15:59,18163.2,18191.7,18162.4,18173.25
2023-01-03 09:16:59,18174.45,18177.4,18167.75,18171.35
2023-01-03 09:17:59,18171.0,18178.9,18169.05,18169.05
2023-01-03 09:18:59,18167.75,18167.75,18153.3,18163.5
2023-01-03 09:19:59,18163.4,18165.7,18159.05,18163.8
2023-01-03 09:20:59,18164.75,18172.15,18158.6,18164.7
2023-01-03 09:21:59,18164.35,18166.6,18155.35,18164.45
2023-01-03 09:22:59,18164.65,18179.75,18164.45,18177.45
2023-01-03 09:23:59,18177.3,18179.5,18172.35,18174.35
2023-01-03 09:24:59,18174.6,18175.5,18167.05,18173.35
2023-01-03 09:25:59,18174.6,18174.6,18158.5,18159.05
2023-01-03 09:26:59,18158.3,18160.75,18151.15,18151.5
2023-01-03 09:27:59,18151.15,18158.25,18149.8,18151.9
2023-01-03 09:28:59,18150.85,18157.85,18150.85,18157.85
2023-01-03 09:29:59,18157.65,18161.9,18155.55,18161.1
2023-01-03 09:30:59,18161.25,18173.65,18161.25,18172.15
2023-01-03 09:31:59,18171.85,18181.75,18170.1,18181.75
2023-01-03 09:32:59,18182.3,18188.75,18182.3,18186.5
2023-01-03 09:33:59,18186.6,18192.9,18186.6,18190.85
2023-01-03 09:34:59,18190.95,18191.65,18186.0,18187.45
2023-01-03 09:35:59,18187.1,18190.3,18183.6,18189.8
2023-01-03 09:36:59,18189.65,18197.65,18189.65,18193.65
2023-01-03 09:37:59,18193.25,18196.6,18193.25,18193.45
2023-01-03 09:38:59,18193.7,18194.6,18189.6,18190.7
2023-01-03 09:39:59,18191.15,18192.45,18182.7,18184.35
2023-01-03 09:40:59,18184.8,18191.25,18184.65,18191.25
2023-01-03 09:41:59,18190.0,18192.8,18186.85,18189.95
2023-01-03 09:42:59,18189.85,18194.0,18189.85,18192.3
2023-01-03 09:43:59,18192.2,18194.25,18188.3,18193.95
2023-01-03 09:44:59,18193.9,18195.7,18192.5,18193.7
2023-01-03 09:45:59,18193.55,18202.55,18188.6,18199.85
2023-01-03 09:46:59,18199.65,18204.15,18199.15,18203.3
2023-01-03 09:47:59,18203.2,18206.25,18202.05,18206.25
2023-01-03 09:48:59,18206.0,18209.0,18202.05,18203.2
2023-01-03 09:49:59,18203.2,18204.35,18201.1,18204.0
2023-01-03 09:50:59,18202.85,18207.05,18202.85,18204.95
2023-01-03 09:51:59,18205.0,18208.8,18204.4,18206.65
2023-01-03 09:52:59,18207.05,18207.35,18199.1,18199.85
2023-01-03 09:53:59,18199.95,18205.3,18199.6,18203.25
2023-01-03 09:54:59,18204.4,18206.45,18202.2,18206.1
2023-01-03 09:55:59,18204.95,18207.75,18204.5,18205.25
2023-01-03 09:56:59,18205.0,18205.9,18201.35,18202.4
2023-01-03 09:57:59,18202.25,18203.55,18198.35,18203.55
2023-01-03 09:58:59,18203.3,18204.9,18201.6,18201.75
2023-01-03 09:59:59,18203.4,18210.5,18202.2,18209.4
