datetime,TATACHEM_open,TATACHEM_high,TATACHEM_low,TATACHEM_close,TATACHEM_volume
2023-03-14 09:47:59,967.0,967.3,966.4,967.15,815.0
2023-03-14 09:48:59,967.15,968.65,966.4,968.65,3128.0
2023-03-14 09:49:59,968.65,968.95,967.25,967.25,357.0
2023-03-14 09:50:59,967.55,968.55,967.25,967.7,1220.0
2023-03-14 09:51:59,967.7,968.55,967.05,968.55,814.0
2023-03-14 09:52:59,968.55,968.55,966.3,966.3,772.0
2023-03-14 09:53:59,966.3,967.75,966.15,967.2,1576.0
2023-03-14 09:54:59,967.2,967.6,966.8,967.3,388.0
2023-03-14 09:55:59,967.3,967.7,966.1,967.7,663.0
2023-03-14 09:56:59,967.7,967.95,966.2,966.35,740.0
2023-03-14 09:57:59,966.35,967.65,966.35,967.05,449.0
2023-03-14 09:58:59,967.0,967.0,966.65,966.75,297.0
2023-03-14 09:59:59,967.05,967.05,966.1,966.1,580.0
2023-03-14 10:00:59,966.1,966.4,965.0,965.4,2088.0
2023-03-14 10:01:59,965.45,965.5,965.0,965.5,259.0
2023-03-14 10:02:59,965.5,965.5,963.35,963.75,5011.0
2023-03-14 10:03:59,963.75,964.05,962.2,964.05,2585.0
2023-03-14 10:04:59,964.05,964.1,962.05,962.05,833.0
2023-03-14 10:05:59,962.05,963.4,962.05,963.4,726.0
2023-03-14 10:06:59,963.4,964.85,962.85,963.6,2629.0
2023-03-14 10:07:59,963.6,963.6,962.5,962.55,787.0
2023-03-14 10:08:59,962.55,963.0,962.5,962.65,427.0
2023-03-14 10:09:59,962.5,962.8,962.0,962.15,1424.0
2023-03-14 10:10:59,962.15,963.25,962.05,963.05,1422.0
2023-03-14 10:11:59,963.1,963.95,962.85,963.25,835.0
2023-03-14 10:12:59,963.25,963.65,962.55,963.05,1855.0
2023-03-14 10:13:59,963.05,963.05,962.45,962.45,497.0
2023-03-14 10:14:59,962.45,962.45,961.15,961.15,3843.0
2023-03-14 10:15:59,961.15,961.45,960.65,961.0,2998.0
2023-03-14 10:16:59,961.0,961.15,960.1,960.2,1098.0
2023-03-14 10:17:59,960.2,960.5,958.05,958.6,6151.0
2023-03-14 10:18:59,958.65,959.35,958.25,959.0,2035.0
2023-03-14 10:19:59,958.5,959.0,957.65,957.65,3398.0
2023-03-14 10:20:59,957.1,957.9,956.0,956.0,6982.0
2023-03-14 10:21:59,956.0,956.35,955.2,956.35,2187.0
2023-03-14 10:22:59,956.35,957.4,956.15,956.9,1635.0
2023-03-14 10:23:59,956.75,956.75,955.0,955.0,3720.0
2023-03-14 10:24:59,955.0,955.65,955.0,955.15,1186.0
2023-03-14 10:25:59,955.15,957.0,955.15,956.7,1661.0
2023-03-14 10:26:59,956.2,956.75,956.0,956.65,577.0
2023-03-14 10:27:59,956.65,956.75,956.1,956.55,512.0
2023-03-14 10:28:59,956.55,956.65,956.4,956.6,324.0
2023-03-14 10:29:59,956.6,956.65,956.05,956.05,746.0
2023-03-14 10:30:59,956.05,956.4,956.0,956.0,845.0
2023-03-14 10:31:59,956.0,956.5,956.0,956.05,322.0
2023-03-14 10:32:59,956.05,956.05,955.45,955.45,2525.0
2023-03-14 10:33:59,955.4,955.4,954.0,954.15,2927.0
2023-03-14 10:34:59,954.25,955.3,954.15,954.55,1451.0
2023-03-14 10:35:59,954.5,955.0,954.2,954.2,633.0
2023-03-14 10:36:59,954.2,954.65,954.15,954.6,478.0
2023-03-14 10:37:59,954.6,956.0,954.1,955.5,900.0
2023-03-14 10:38:59,955.5,956.55,955.5,955.8,1197.0
2023-03-14 10:39:59,956.3,956.8,955.8,956.0,1205.0
2023-03-14 10:40:59,956.0,957.25,955.85,956.5,1257.0
2023-03-14 10:41:59,956.95,957.25,956.7,956.7,573.0
2023-03-14 10:42:59,956.5,958.8,956.5,958.5,2955.0
2023-03-14 10:43:59,958.5,958.8,956.45,956.45,2788.0
2023-03-14 10:44:59,956.45,957.15,956.45,957.0,918.0
2023-03-14 10:45:59,957.1,957.8,957.1,957.75,705.0
2023-03-14 10:46:59,957.5,958.85,957.4,958.6,1782.0
2023-03-14 10:47:59,958.6,958.9,958.4,958.75,595.0
2023-03-14 10:48:59,958.75,959.3,958.3,958.7,680.0
2023-03-14 10:49:59,958.7,959.3,958.5,958.5,1208.0
2023-03-14 10:50:59,958.5,959.0,957.75,957.85,1823.0
2023-03-14 10:51:59,957.85,958.0,957.5,957.9,524.0
2023-03-14 10:52:59,957.9,958.45,957.3,958.25,617.0
2023-03-14 10:53:59,958.25,958.25,957.5,957.9,1280.0
2023-03-14 10:54:59,957.9,957.9,957.35,957.6,1861.0
2023-03-14 10:55:59,957.6,958.0,957.3,957.5,191.0
2023-03-14 10:56:59,957.5,957.5,957.3,957.5,768.0
2023-03-14 10:57:59,957.5,957.5,956.55,956.9,397.0
2023-03-14 10:58:59,956.9,956.9,956.5,956.75,145.0
2023-03-14 10:59:59,956.75,956.9,956.5,956.7,548.0
2023-03-14 11:00:59,956.7,956.7,955.3,955.65,1261.0
2023-03-14 11:01:59,955.3,955.35,954.5,955.15,2342.0
2023-03-14 11:02:59,955.15,955.3,954.5,954.5,294.0
2023-03-14 11:03:59,954.5,955.05,954.1,954.1,1000.0
2023-03-14 11:04:59,954.25,955.9,954.1,955.9,554.0
2023-03-14 11:05:59,955.75,956.7,954.85,956.7,4174.0
2023-03-14 11:06:59,956.7,956.75,955.65,955.85,564.0
2023-03-14 11:07:59,955.85,956.65,955.85,956.2,202.0
2023-03-14 11:08:59,956.2,956.9,955.85,956.75,377.0
2023-03-14 11:09:59,956.75,957.0,956.05,956.4,403.0
2023-03-14 11:10:59,956.1,956.55,956.0,956.55,672.0
2023-03-14 11:11:59,957.0,957.2,956.75,956.9,277.0
2023-03-14 11:12:59,956.8,956.8,956.0,956.05,158.0
2023-03-14 11:13:59,956.45,956.55,956.05,956.05,137.0
2023-03-14 11:14:59,956.25,956.3,956.05,956.1,104.0
2023-03-14 11:15:59,956.1,956.5,956.05,956.45,517.0
2023-03-14 11:16:59,956.45,956.5,956.05,956.25,253.0
2023-03-14 11:17:59,956.25,956.5,956.05,956.5,946.0
2023-03-14 11:18:59,956.5,957.5,956.4,957.5,2964.0
2023-03-14 11:19:59,957.5,957.5,956.6,956.65,356.0
2023-03-14 11:20:59,956.65,957.0,956.25,956.25,581.0
2023-03-14 11:21:59,956.25,959.0,956.25,958.9,4380.0
2023-03-14 11:22:59,958.55,959.0,958.0,958.55,333.0
2023-03-14 11:23:59,958.55,960.0,958.15,960.0,1795.0
2023-03-14 11:24:59,959.7,959.7,958.85,959.0,861.0
2023-03-14 11:25:59,959.15,959.55,959.05,959.35,674.0
2023-03-14 11:26:59,959.5,960.7,959.2,959.75,3410.0
2023-03-14 11:27:59,959.75,960.5,959.35,960.2,793.0
2023-03-14 11:28:59,960.2,960.35,959.8,959.8,417.0
2023-03-14 11:29:59,959.8,961.6,959.8,961.15,2778.0
2023-03-14 11:30:59,961.15,961.8,960.3,961.5,2292.0
2023-03-14 11:31:59,961.5,961.6,961.0,961.2,152.0
2023-03-14 11:32:59,961.2,961.2,960.6,960.6,190.0
2023-03-14 11:33:59,960.6,961.15,960.6,960.8,131.0
2023-03-14 11:34:59,961.15,962.0,960.8,962.0,1292.0
2023-03-14 11:35:59,961.55,962.65,961.45,962.0,4019.0
2023-03-14 11:36:59,961.55,961.85,961.55,961.85,1027.0
2023-03-14 11:37:59,961.85,962.35,961.85,961.95,72.0
2023-03-14 11:38:59,961.95,963.0,961.95,963.0,873.0
2023-03-14 11:39:59,962.85,963.7,962.85,963.35,365.0
2023-03-14 11:40:59,963.35,964.4,963.35,964.0,2390.0
2023-03-14 11:41:59,964.0,964.6,963.0,963.0,2147.0
2023-03-14 11:42:59,963.0,963.35,962.75,962.9,5680.0
2023-03-14 11:43:59,962.9,963.45,962.75,963.05,340.0
2023-03-14 11:44:59,963.05,963.45,962.9,963.4,454.0
2023-03-14 11:45:59,963.15,964.5,963.15,964.15,340.0
2023-03-14 11:46:59,964.15,964.8,964.15,964.8,525.0
2023-03-14 11:47:59,964.7,964.85,963.85,963.85,829.0
2023-03-14 11:48:59,963.85,964.3,963.8,963.9,150.0
2023-03-14 11:49:59,963.8,963.8,963.35,963.55,325.0
2023-03-14 11:50:59,963.5,963.8,963.5,963.55,411.0
2023-03-14 11:51:59,963.55,963.85,963.25,963.55,274.0
2023-03-14 11:52:59,963.55,963.85,962.9,962.9,363.0
2023-03-14 11:53:59,962.9,963.45,962.9,963.0,480.0
2023-03-14 11:54:59,963.0,963.4,962.95,963.0,471.0
2023-03-14 11:55:59,963.0,963.65,962.95,963.65,363.0
2023-03-14 11:56:59,963.65,963.7,963.0,963.0,631.0
2023-03-14 11:57:59,963.2,963.6,963.2,963.55,67.0
2023-03-14 11:58:59,963.55,963.55,963.05,963.1,502.0
2023-03-14 11:59:59,963.4,965.6,963.4,964.45,5296.0
2023-03-14 12:00:59,964.2,964.3,963.55,963.55,412.0
2023-03-14 12:01:59,963.55,964.95,963.55,964.95,1624.0
2023-03-14 12:02:59,965.0,965.5,964.55,964.85,617.0
2023-03-14 12:03:59,965.0,965.0,964.55,964.55,521.0
2023-03-14 12:04:59,964.55,966.0,964.35,965.65,3286.0
2023-03-14 12:05:59,965.65,968.0,965.4,966.65,3947.0
2023-03-14 12:06:59,966.85,970.1,966.75,970.1,7607.0
2023-03-14 12:07:59,970.05,970.15,968.25,968.8,1680.0
2023-03-14 12:08:59,968.8,969.85,968.5,968.5,1301.0
2023-03-14 12:09:59,968.5,970.0,968.5,970.0,892.0
2023-03-14 12:10:59,969.9,970.5,969.45,970.0,2268.0
2023-03-14 12:11:59,970.0,971.0,969.45,971.0,1877.0
2023-03-14 12:12:59,971.0,971.0,970.45,970.45,1120.0
2023-03-14 12:13:59,970.45,970.85,969.95,970.5,1873.0
2023-03-14 12:14:59,970.5,971.95,970.5,971.6,2193.0
2023-03-14 12:15:59,971.55,972.7,971.5,972.65,6247.0
2023-03-14 12:16:59,972.65,972.65,970.55,970.75,2189.0
2023-03-14 12:17:59,970.75,971.0,970.1,970.25,1299.0
2023-03-14 12:18:59,970.25,971.6,970.25,970.8,1239.0
2023-03-14 12:19:59,970.8,971.1,970.35,971.0,739.0
2023-03-14 12:20:59,971.0,972.0,970.65,971.9,762.0
2023-03-14 12:21:59,971.9,972.0,971.35,972.0,1523.0
2023-03-14 12:22:59,972.0,972.8,971.55,972.45,1289.0
2023-03-14 12:23:59,972.45,972.95,971.8,972.95,2364.0
2023-03-14 12:24:59,973.6,974.75,973.0,974.35,8139.0
2023-03-14 12:25:59,973.9,974.9,973.75,974.9,2791.0
2023-03-14 12:26:59,974.95,975.0,974.45,974.45,1402.0
2023-03-14 12:27:59,974.45,975.0,973.75,973.75,12094.0
2023-03-14 12:28:59,973.75,974.0,972.75,973.0,1171.0
2023-03-14 12:29:59,972.75,973.3,972.5,972.6,4625.0
2023-03-14 12:30:59,972.6,974.0,972.45,974.0,3212.0
2023-03-14 12:31:59,974.0,974.6,973.55,973.85,1716.0
2023-03-14 12:32:59,973.85,974.0,972.2,972.35,1559.0
2023-03-14 12:33:59,972.25,972.25,970.25,970.25,2495.0
2023-03-14 12:34:59,970.25,971.55,969.6,970.65,5790.0
2023-03-14 12:35:59,970.65,970.9,969.3,969.3,2281.0
2023-03-14 12:36:59,969.3,971.9,969.0,971.0,4056.0
2023-03-14 12:37:59,971.0,971.9,970.65,971.9,516.0
2023-03-14 12:38:59,971.9,971.95,970.9,971.25,325.0
2023-03-14 12:39:59,971.25,971.95,971.0,971.0,403.0
2023-03-14 12:40:59,971.0,971.7,970.5,971.45,471.0
2023-03-14 12:41:59,971.45,973.0,971.45,973.0,572.0
2023-03-14 12:42:59,972.85,974.0,972.6,972.8,1548.0
2023-03-14 12:43:59,972.8,973.4,971.45,971.45,490.0
2023-03-14 12:44:59,971.45,971.9,970.9,971.15,892.0
2023-03-14 12:45:59,971.4,971.75,970.5,970.6,1836.0
2023-03-14 12:46:59,970.6,971.5,970.55,971.2,388.0
2023-03-14 12:47:59,971.2,972.8,970.65,972.8,784.0
2023-03-14 12:48:59,972.8,972.8,971.25,971.75,521.0
2023-03-14 12:49:59,971.75,972.55,971.75,972.45,317.0
2023-03-14 12:50:59,972.45,973.5,972.35,973.15,419.0
2023-03-14 12:51:59,973.0,974.0,972.95,973.35,1007.0
2023-03-14 12:52:59,973.35,973.75,972.9,972.9,386.0
2023-03-14 12:53:59,972.9,974.0,972.9,974.0,613.0
2023-03-14 12:54:59,974.0,974.0,972.65,973.65,1219.0
2023-03-14 12:55:59,973.65,973.65,972.65,973.35,254.0
2023-03-14 12:56:59,973.3,973.45,972.0,972.0,1185.0
2023-03-14 12:57:59,971.75,972.0,969.3,970.45,1346.0
2023-03-14 12:58:59,970.45,972.0,970.45,971.7,887.0
2023-03-14 12:59:59,971.7,972.7,971.45,972.7,2190.0
2023-03-14 13:00:59,972.6,973.0,971.3,971.55,10929.0
2023-03-14 13:01:59,971.55,972.95,971.55,972.55,3049.0
2023-03-14 13:02:59,972.15,972.15,971.3,971.3,1935.0
2023-03-14 13:03:59,971.3,971.3,970.0,970.65,2896.0
2023-03-14 13:04:59,971.25,971.5,970.7,971.5,6191.0
2023-03-14 13:05:59,971.5,972.5,971.35,972.5,1898.0
2023-03-14 13:06:59,972.5,973.25,972.15,972.75,1542.0
2023-03-14 13:07:59,972.75,974.0,972.0,972.5,772.0
2023-03-14 13:08:59,972.5,972.5,971.55,972.45,382.0
2023-03-14 13:09:59,972.45,972.45,971.55,972.0,366.0
2023-03-14 13:10:59,972.0,972.5,971.6,972.05,588.0
2023-03-14 13:11:59,972.05,972.35,970.6,971.05,523.0
2023-03-14 13:12:59,971.05,972.0,970.75,971.0,777.0
2023-03-14 13:13:59,971.0,971.0,970.55,970.55,504.0
2023-03-14 13:14:59,970.55,971.35,970.55,971.35,2227.0
2023-03-14 13:15:59,971.05,972.0,970.75,971.75,286.0
2023-03-14 13:16:59,971.75,971.75,969.15,969.85,3805.0
2023-03-14 13:17:59,969.85,970.45,969.4,970.35,1080.0
2023-03-14 13:18:59,970.4,971.75,970.05,971.55,1912.0
2023-03-14 13:19:59,971.85,972.0,970.95,971.7,4441.0
2023-03-14 13:20:59,971.7,972.55,971.5,972.1,4249.0
2023-03-14 13:21:59,972.25,972.75,968.65,968.65,4085.0
2023-03-14 13:22:59,969.55,969.7,968.15,968.55,5792.0
2023-03-14 13:23:59,968.55,970.85,968.55,969.75,1060.0
2023-03-14 13:24:59,969.75,970.9,969.75,970.45,840.0
2023-03-14 13:25:59,970.45,970.95,969.85,970.9,604.0
2023-03-14 13:26:59,970.9,972.15,970.25,972.15,1969.0
2023-03-14 13:27:59,972.15,972.15,970.4,971.35,382.0
2023-03-14 13:28:59,971.35,971.8,970.4,971.0,1055.0
2023-03-14 13:29:59,971.0,971.95,971.0,971.3,728.0
2023-03-14 13:30:59,971.3,972.6,971.3,972.0,1608.0
2023-03-14 13:31:59,972.0,972.4,971.5,971.5,623.0
2023-03-14 13:32:59,970.45,970.9,969.8,969.8,687.0
2023-03-14 13:33:59,969.8,970.65,969.7,969.85,198.0
2023-03-14 13:34:59,969.45,969.85,968.5,968.55,2253.0
2023-03-14 13:35:59,968.1,968.35,966.0,966.2,5872.0
2023-03-14 13:36:59,966.1,968.1,966.0,967.65,4216.0
2023-03-14 13:37:59,967.65,968.7,966.8,968.15,3240.0
2023-03-14 13:38:59,968.15,968.5,967.25,967.45,848.0
2023-03-14 13:39:59,967.45,968.1,966.5,968.1,6152.0
2023-03-14 13:40:59,968.1,968.7,967.6,968.55,1109.0
2023-03-14 13:41:59,968.55,968.9,967.6,968.2,672.0
2023-03-14 13:42:59,968.2,968.65,968.05,968.45,496.0
2023-03-14 13:43:59,968.45,968.65,967.5,967.5,363.0
2023-03-14 13:44:59,967.5,968.9,967.5,968.75,769.0
2023-03-14 13:45:59,968.75,969.0,968.05,968.8,1964.0
2023-03-14 13:46:59,968.45,969.55,968.45,969.3,353.0
2023-03-14 13:47:59,969.3,969.55,969.05,969.05,557.0
2023-03-14 13:48:59,969.05,969.85,968.1,968.15,465.0
2023-03-14 13:49:59,968.15,968.7,968.0,968.7,276.0
2023-03-14 13:50:59,968.5,968.95,966.15,966.15,1430.0
2023-03-14 13:51:59,966.15,967.4,966.15,967.3,1019.0
2023-03-14 13:52:59,967.3,967.3,966.15,967.25,887.0
2023-03-14 13:53:59,967.25,967.8,966.9,967.45,385.0
2023-03-14 13:54:59,967.45,967.65,967.1,967.15,279.0
2023-03-14 13:55:59,967.15,967.3,966.65,967.0,668.0
2023-03-14 13:56:59,967.0,967.2,966.75,966.95,471.0
2023-03-14 13:57:59,966.95,967.85,966.85,967.2,194.0
2023-03-14 13:58:59,967.2,968.3,967.2,967.85,333.0
2023-03-14 13:59:59,967.5,967.85,966.8,966.95,730.0
2023-03-14 14:00:59,966.95,968.0,966.95,967.5,1174.0
2023-03-14 14:01:59,967.95,968.75,967.05,968.0,2225.0
2023-03-14 14:02:59,968.0,969.0,967.9,968.35,596.0
2023-03-14 14:03:59,968.35,969.0,967.0,967.0,706.0
2023-03-14 14:04:59,967.55,967.65,966.0,966.0,1715.0
2023-03-14 14:05:59,966.0,967.45,966.0,966.5,10543.0
2023-03-14 14:06:59,966.5,967.0,966.1,966.45,797.0
2023-03-14 14:07:59,966.45,967.65,966.2,966.5,1290.0
2023-03-14 14:08:59,966.5,967.0,966.0,966.75,543.0
2023-03-14 14:09:59,966.75,968.0,966.75,967.45,722.0
2023-03-14 14:10:59,967.45,968.8,967.15,967.95,507.0
2023-03-14 14:11:59,967.95,968.0,966.95,967.0,670.0
2023-03-14 14:12:59,967.0,967.7,966.75,967.15,348.0
2023-03-14 14:13:59,967.15,967.85,966.7,967.7,1481.0
2023-03-14 14:14:59,967.75,968.4,967.15,967.15,233.0
2023-03-14 14:15:59,966.95,966.95,966.2,966.5,1026.0
2023-03-14 14:16:59,966.5,966.5,965.05,965.75,1915.0
2023-03-14 14:17:59,965.95,967.6,965.95,967.6,3167.0
2023-03-14 14:18:59,967.6,969.35,967.6,969.0,1146.0
2023-03-14 14:19:59,969.0,969.0,967.15,968.65,729.0
2023-03-14 14:20:59,968.65,968.65,967.35,968.0,516.0
2023-03-14 14:21:59,968.0,968.9,967.55,968.9,763.0
2023-03-14 14:22:59,968.9,969.2,968.4,969.2,250.0
2023-03-14 14:23:59,969.2,969.2,968.35,968.9,537.0
2023-03-14 14:24:59,968.9,969.95,968.55,969.95,378.0
2023-03-14 14:25:59,970.0,970.95,970.0,970.55,1536.0
2023-03-14 14:26:59,970.65,970.9,969.5,969.5,1884.0
2023-03-14 14:27:59,969.5,970.6,969.5,969.5,1856.0
2023-03-14 14:28:59,969.5,970.3,969.45,969.8,732.0
2023-03-14 14:29:59,969.8,970.9,969.8,970.0,854.0
2023-03-14 14:30:59,970.0,970.7,968.65,969.15,1982.0
2023-03-14 14:31:59,969.3,969.7,969.3,969.6,186.0
2023-03-14 14:32:59,969.65,969.75,968.85,969.75,386.0
2023-03-14 14:33:59,969.75,970.5,969.75,970.5,648.0
2023-03-14 14:34:59,970.5,970.5,969.25,969.55,263.0
2023-03-14 14:35:59,969.55,970.5,969.55,970.25,632.0
2023-03-14 14:36:59,970.25,970.55,969.8,970.2,1333.0
2023-03-14 14:37:59,970.2,970.95,970.2,970.95,171.0
2023-03-14 14:38:59,970.95,970.95,969.65,970.55,1603.0
2023-03-14 14:39:59,970.55,970.95,969.5,969.5,749.0
2023-03-14 14:40:59,970.0,970.35,969.65,969.75,634.0
2023-03-14 14:41:59,969.75,971.0,969.75,971.0,831.0
2023-03-14 14:42:59,971.0,971.0,970.0,970.4,1382.0
2023-03-14 14:43:59,970.4,970.45,969.85,970.35,517.0
2023-03-14 14:44:59,970.0,971.0,970.0,971.0,706.0
2023-03-14 14:45:59,971.0,971.0,970.6,970.75,1281.0
2023-03-14 14:46:59,970.75,970.75,969.85,969.85,911.0
2023-03-14 14:47:59,969.85,969.85,968.45,968.45,2610.0
2023-03-14 14:48:59,969.1,970.0,969.1,970.0,554.0
2023-03-14 14:49:59,970.0,970.0,969.15,969.6,1417.0
2023-03-14 14:50:59,969.6,969.9,969.05,969.05,427.0
2023-03-14 14:51:59,969.05,970.05,969.05,970.05,771.0
2023-03-14 14:52:59,970.05,970.05,969.65,969.65,279.0
2023-03-14 14:53:59,969.65,970.0,969.25,969.95,342.0
2023-03-14 14:54:59,969.75,970.0,969.65,969.65,310.0
2023-03-14 14:55:59,970.0,970.0,969.25,969.85,454.0
2023-03-14 14:56:59,969.85,970.0,969.65,969.65,272.0
2023-03-14 14:57:59,969.65,970.0,969.35,970.0,412.0
2023-03-14 14:58:59,970.0,970.0,969.25,969.75,1390.0
2023-03-14 14:59:59,969.75,970.0,969.0,969.55,901.0
2023-03-14 15:00:59,970.0,970.0,967.8,968.6,4934.0
2023-03-14 15:01:59,968.0,968.95,967.5,967.5,894.0
2023-03-14 15:02:59,967.2,967.5,966.45,966.45,1128.0
2023-03-14 15:03:59,966.45,966.85,966.0,966.75,1666.0
2023-03-14 15:04:59,966.75,967.1,966.75,967.1,1013.0
2023-03-14 15:05:59,967.1,967.1,966.5,967.0,510.0
2023-03-14 15:06:59,967.0,967.0,966.9,967.0,1739.0
2023-03-14 15:07:59,967.0,967.0,966.75,967.0,375.0
2023-03-14 15:08:59,967.0,967.0,966.65,967.0,575.0
2023-03-14 15:09:59,967.0,967.0,966.75,966.75,679.0
2023-03-14 15:10:59,966.75,966.75,966.0,966.0,724.0
2023-03-14 15:11:59,966.3,966.45,966.0,966.0,2074.0
2023-03-14 15:12:59,965.55,966.85,965.5,966.55,3343.0
2023-03-14 15:13:59,966.6,966.85,966.15,966.7,1535.0
2023-03-14 15:14:59,966.8,967.0,966.7,967.0,4399.0
2023-03-14 15:15:59,967.0,967.05,966.2,966.55,4631.0
2023-03-14 15:16:59,966.55,967.2,966.3,967.2,1529.0
2023-03-14 15:17:59,966.95,967.2,966.6,967.2,1288.0
2023-03-14 15:18:59,967.2,967.3,966.4,967.1,1521.0
2023-03-14 15:19:59,967.1,967.1,966.5,966.5,897.0
2023-03-14 15:20:59,966.5,966.9,965.65,965.65,2085.0
2023-03-14 15:21:59,965.65,965.95,965.5,965.65,1021.0
2023-03-14 15:22:59,965.9,965.9,965.55,965.85,323.0
2023-03-14 15:23:59,965.85,965.85,965.6,965.85,247.0
2023-03-14 15:24:59,965.8,965.8,965.0,965.55,2923.0
2023-03-14 15:25:59,965.1,965.45,964.3,964.9,6383.0
2023-03-14 15:26:59,964.3,964.9,964.3,964.5,1806.0
2023-03-14 15:27:59,964.25,966.65,964.25,966.65,1666.0
2023-03-14 15:28:59,966.65,966.95,965.25,965.3,2660.0
2023-03-14 15:29:59,966.0,969.0,965.0,968.85,1542.0
2023-03-15 09:15:59,977.0,979.5,976.0,976.6,7509.0
2023-03-15 09:16:59,976.6,978.0,976.6,976.85,3437.0
2023-03-15 09:17:59,976.3,979.2,974.7,979.2,4490.0
2023-03-15 09:18:59,979.2,979.95,978.0,979.0,3404.0
2023-03-15 09:19:59,979.0,979.15,978.35,979.0,956.0
2023-03-15 09:20:59,979.0,980.65,979.0,979.85,7129.0
2023-03-15 09:21:59,979.55,980.0,978.1,978.1,989.0
2023-03-15 09:22:59,978.1,979.95,978.1,979.95,2009.0
2023-03-15 09:23:59,979.95,980.0,978.6,979.15,695.0
2023-03-15 09:24:59,979.15,979.8,979.15,979.2,670.0
2023-03-15 09:25:59,979.0,980.0,978.95,979.1,859.0
2023-03-15 09:26:59,978.95,979.45,978.35,978.35,1316.0
2023-03-15 09:27:59,979.0,979.0,978.3,978.5,1206.0
2023-03-15 09:28:59,978.45,979.0,978.45,979.0,1521.0
2023-03-15 09:29:59,979.75,981.75,979.75,981.55,2590.0
2023-03-15 09:30:59,981.95,982.4,978.7,980.25,3126.0
2023-03-15 09:31:59,980.25,980.45,978.95,980.1,2006.0
2023-03-15 09:32:59,980.1,980.3,979.4,980.3,1705.0
2023-03-15 09:33:59,980.3,981.05,979.75,981.05,2442.0
2023-03-15 09:34:59,981.05,981.85,980.55,981.2,801.0
2023-03-15 09:35:59,981.7,983.5,981.7,982.9,1718.0
2023-03-15 09:36:59,982.9,982.95,981.55,982.0,2912.0
2023-03-15 09:37:59,982.0,982.0,980.45,980.5,506.0
2023-03-15 09:38:59,980.5,981.05,980.2,981.05,2525.0
2023-03-15 09:39:59,981.05,981.5,981.05,981.45,208.0
2023-03-15 09:40:59,981.7,981.75,978.8,979.3,963.0
2023-03-15 09:41:59,979.3,979.5,978.05,979.5,1866.0
2023-03-15 09:42:59,979.5,979.65,978.65,979.0,446.0
2023-03-15 09:43:59,979.0,979.0,978.15,978.45,684.0
2023-03-15 09:44:59,978.0,979.0,977.4,978.55,4655.0
2023-03-15 09:45:59,978.45,979.9,978.05,978.05,594.0
2023-03-15 09:46:59,978.05,978.7,978.05,978.65,235.0
2023-03-15 09:47:59,978.65,978.7,978.1,978.7,234.0
2023-03-15 09:48:59,978.7,978.7,977.9,977.9,454.0
2023-03-15 09:49:59,977.9,978.5,977.8,978.5,912.0
2023-03-15 09:50:59,978.7,979.65,978.35,978.35,3012.0
2023-03-15 09:51:59,978.5,978.9,977.85,977.85,1345.0
2023-03-15 09:52:59,978.0,978.0,976.55,977.0,4385.0
2023-03-15 09:53:59,977.0,977.3,976.15,976.7,1054.0
2023-03-15 09:54:59,976.7,976.7,976.0,976.25,491.0
2023-03-15 09:55:59,976.25,976.25,975.3,975.9,1345.0
2023-03-15 09:56:59,975.9,976.45,975.75,976.45,420.0
2023-03-15 09:57:59,976.45,976.45,975.55,975.8,274.0
2023-03-15 09:58:59,975.8,975.8,974.05,974.05,1576.0
2023-03-15 09:59:59,974.05,975.0,974.05,975.0,701.0
2023-03-15 10:00:59,975.0,975.5,974.1,974.8,1467.0
2023-03-15 10:01:59,974.8,975.55,974.8,975.0,330.0
2023-03-15 10:02:59,975.05,975.6,975.0,975.55,946.0
2023-03-15 10:03:59,975.55,975.55,975.0,975.0,439.0
2023-03-15 10:04:59,975.0,975.65,975.0,975.2,374.0
2023-03-15 10:05:59,975.5,975.75,975.0,975.5,315.0
2023-03-15 10:06:59,975.15,975.75,975.0,975.45,1388.0
2023-03-15 10:07:59,975.45,975.8,975.35,975.35,488.0
2023-03-15 10:08:59,975.35,976.5,975.0,976.5,875.0
2023-03-15 10:09:59,976.5,976.7,975.95,975.95,262.0
2023-03-15 10:10:59,975.85,976.65,975.1,976.65,449.0
2023-03-15 10:11:59,976.1,976.7,976.1,976.65,129.0
2023-03-15 10:12:59,976.65,977.0,976.65,977.0,432.0
2023-03-15 10:13:59,977.0,977.0,976.2,976.65,588.0
2023-03-15 10:14:59,976.65,977.45,976.55,977.25,1402.0
2023-03-15 10:15:59,977.5,977.5,977.25,977.45,178.0
2023-03-15 10:16:59,977.45,977.95,977.45,977.95,350.0
2023-03-15 10:17:59,977.95,979.0,977.7,979.0,542.0
2023-03-15 10:18:59,979.0,979.6,978.6,979.5,2095.0
2023-03-15 10:19:59,979.5,979.5,978.05,979.15,2447.0
2023-03-15 10:20:59,979.15,979.9,979.15,979.4,1557.0
2023-03-15 10:21:59,979.4,979.95,979.3,979.9,744.0
2023-03-15 10:22:59,979.9,979.9,978.65,978.65,305.0
2023-03-15 10:23:59,978.65,978.7,978.0,978.0,190.0
2023-03-15 10:24:59,978.0,978.0,977.75,977.9,75.0
2023-03-15 10:25:59,977.8,977.8,977.0,977.0,753.0
2023-03-15 10:26:59,977.0,977.3,976.55,976.9,854.0
2023-03-15 10:27:59,977.05,977.9,976.9,977.5,132.0
