datetime,NIFTY BANK_open,NIFTY BANK_high,NIFTY BANK_low,NIFTY BANK_close
2023-01-02 10:28:59,43283.6,43283.6,43255.2,43263.8
2023-01-02 10:29:59,43263.65,43263.85,43244.8,43251.5
2023-01-02 10:30:59,43254.05,43268.9,43254.05,43268.9
2023-01-02 10:31:59,43263.3,43281.45,43258.05,43281.45
2023-01-02 10:32:59,43283.0,43284.9,43272.85,43280.85
2023-01-02 10:33:59,43278.05,43285.7,43273.5,43281.1
2023-01-02 10:34:59,43277.95,43287.35,43277.6,43283.55
2023-01-02 10:35:59,43281.4,43294.05,43279.9,43290.7
2023-01-02 10:36:59,43292.85,43304.9,43288.8,43302.85
2023-01-02 10:37:59,43304.2,43332.6,43301.8,43332.6
2023-01-02 10:38:59,43333.5,43348.6,43331.55,43336.15
2023-01-02 10:39:59,43335.75,43368.1,43334.2,43357.8
2023-01-02 10:40:59,43357.05,43357.75,43323.65,43325.05
2023-01-02 10:41:59,43325.7,43327.9,43310.55,43315.9
2023-01-02 10:42:59,43318.45,43329.15,43317.85,43329.15
2023-01-02 10:43:59,43326.35,43327.95,43306.65,43311.85
2023-01-02 10:44:59,43313.5,43315.25,43304.05,43307.75
2023-01-02 10:45:59,43308.75,43315.55,43306.3,43313.65
2023-01-02 10:46:59,43313.65,43317.2,43301.5,43303.8
2023-01-02 10:47:59,43304.1,43304.25,43280.55,43281.95
2023-01-02 10:48:59,43281.15,43288.35,43274.7,43279.8
